[combat] time=0.288 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.289 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.304 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.306 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.327 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[anim] time=4.239 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.249 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.249 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.249 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.250 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.250 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.250 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.250 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.250 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.250 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.250 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.250 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.250 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.251 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.251 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.262 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.262 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.262 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.262 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.262 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.263 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.263 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.263 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.263 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.263 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.263 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.263 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.263 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.263 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=4.270 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A2
[anim] time=4.281 unit=creature:3167 track=0 requested=25 played=25 kind=BakedOnDemand
[anim] time=4.282 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.284 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.284 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.284 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.285 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.285 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.285 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.285 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.285 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.285 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.285 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.285 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.285 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.286 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.286 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.286 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.286 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF13000066A04A2A2 detail=attacker=0xF130000C9D04A2B9
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A4
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A5
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A3
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A1
[combat] time=4.289 event=AttackStartReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A01384C
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF13000066A04A2A2 detail=attacker=0xF130000C9D04A2B9_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A01384C_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A1_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A2_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A3_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A4_victimDied=False
[combat] time=4.290 event=AttackStopReceive cause=server target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A5_victimDied=False
[anim] time=4.298 unit=creature:3167 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=4.299 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.299 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.299 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.300 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=4.304 event=ForeignSwingReceive cause=server-swing target=0xF130000C9D04A2B9 detail=attacker=0xF13000066A04A2A4_damage=142_hitInfo=0x00008002
[anim] time=4.313 unit=creature:3167 track=1 requested=16 played=16 kind=BakedOnDemand
[anim] time=4.314 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.314 unit=creature:3167 track=0 requested=5 played=5 kind=BakedOnDemand
[anim] time=4.314 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.315 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.324 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.326 unit=creature:3167 track=1 requested=16 played=16 kind=Exact
[anim] time=4.326 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.327 unit=creature:3167 track=0 requested=5 played=5 kind=Exact
[anim] time=4.327 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.327 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.327 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.327 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.328 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.328 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.328 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.328 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=4.333 event=SpawnObserved cause=post-command-entity-delta target=0xF13000000604A2CD detail=entry=6;distance=0;within3=true;position=-8949.95|-132.493|83.529526
[anim] time=4.339 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.341 unit=creature:10913 track=0 requested=0 played=0 kind=BakedOnDemand
[anim] time=4.342 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.342 unit=creature:3167 track=0 requested=5 played=5 kind=Exact
[anim] time=4.342 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.342 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.342 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.342 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.343 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.343 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.343 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.343 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.343 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.343 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.343 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.343 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.343 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[portrait] time=4.351 subject=Target outcome=Ready camera=Authored authoredRetried=False subjectPx=46758 rgb=0..255 alpha=128..255 pieces=-1 displayId=10913 bindPoseHeight=1.1373 eyeHeight=0.0000 distance=0.0000 fovyDeg=39.2823 near=0.1556
[anim] time=4.361 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.362 unit=creature:10913 track=0 requested=0 played=0 kind=Exact
[anim] time=4.363 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.363 unit=creature:3167 track=0 requested=5 played=5 kind=Exact
[anim] time=4.364 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.364 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.364 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.364 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.364 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.364 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.364 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.365 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.365 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.365 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.365 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.365 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.365 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.376 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=4.379 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=4.379 unit=creature:3167 track=0 requested=5 played=5 kind=Exact
[anim] time=4.379 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.380 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.380 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.380 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.380 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.380 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=4.380 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.380 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=4.380 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.380 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=4.381 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=4.381 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=4.381 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=5.276 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=62;hex=0B07000000A8A20406000030F10E0000004B6F626F6C64205665726D696E00A3A2046A060030F112000000596969656565656521204D652072756E210000
[combat] time=5.385 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=64;hex=0B00000000A0A20406000030F10E0000004B6F626F6C64205665726D696E00A2A2046A060030F114000000596F75206E6F2074616B652063616E646C65210000
[combat] time=6.429 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=62;hex=0B07000000AAA20406000030F10E0000004B6F626F6C64205665726D696E00A5A2046A060030F112000000596969656565656521204D652072756E210000
[combat] time=6.573 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=26;hex=00000000070000002E6E706320737061776E2064656C65746500
[combat] time=6.573 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.npc_spawn_delete
[anim] time=6.575 unit=creature:3167 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.577 unit=creature:604 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.577 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A2
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF13000066A04A2A2 detail=attacker=0xF130000C9D04A2B8
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A4
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A5
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A3
[combat] time=6.581 event=AttackStartReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A1
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF13000066A04A2A2 detail=attacker=0xF130000C9D04A2B8_victimDied=False
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A1_victimDied=False
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A2_victimDied=False
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A3_victimDied=False
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A4_victimDied=False
[combat] time=6.581 event=AttackStopReceive cause=server target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A5_victimDied=False
[combat] time=6.581 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=16;hex=00000000070000002E676D206F666600
[combat] time=6.581 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_off
[anim] time=6.588 unit=creature:10913 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=6.588 unit=creature:3257 track=0 requested=4 played=4 kind=BakedOnDemand
[anim] time=6.588 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=6.589 unit=creature:604 track=0 requested=4 played=4 kind=Exact
[anim] time=6.589 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=6.592 event=ForeignSwingReceive cause=server-swing target=0xF130000C9D04A2B8 detail=attacker=0xF13000066A04A2A5_damage=220_hitInfo=0x00000082
[combat] time=6.592 event=AttackStartReceive cause=server target=0xF13000000604A2A8 detail=attacker=0xF13000066A04A2A3
[combat] time=6.592 event=AttackStartReceive cause=server target=0xF13000066A04A2A3 detail=attacker=0xF13000000604A2A8
[combat] time=6.592 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=��|0�|Kobold_Vermin|��j|0�|Yiieeeee!_Me_run!
[combat] time=6.592 event=AttackStopReceive cause=server target=0xF13000066A04A2A3 detail=attacker=0xF13000000604A2A8_victimDied=False
[combat] time=6.592 event=AttackStopReceive cause=server target=0xF13000000604A2A8 detail=attacker=0xF13000066A04A2A3_victimDied=False
